nome_token,moeda,direcao,total_transacoes,volume_usd,preco_medio_usd
SAND,SAND,SELL,20,199787.8561552985,2707.6264959188093
YieldFi yToken,yUSD,SELL,2,34108.54381027673,0.9222311444446292
Puffverse Token,PFVS,BUY,12,2244531.997446193,0.04219348083622184
StakeStone Ether,STONE,SELL,10,685091.4507095851,0.9591838701665971
HarryPotterWojakSonic200Inu,BTC2,SELL,1,128882.50772307949,57033535.935295604
Paxos Gold,PAXG,BUY,198,56542581.00847339,1374.640082084322
$MaxETH,$MaxETH,BUY,5,91067.32976546115,5.634971339848537e-10
KarratCoin,KARRAT,SELL,8,85528.18659069338,43142.82069996034
Aavegotchi GHST Token (PoS),GHST,SELL,12,161469.54805288182,2.4215473021635576
TLOS,TLOS,SELL,8,181366.10992131225,48165.20546512362
Quantoz EURQ,EURQ,SELL,4,82427.04276555979,1174.6087194870538
BALLISTIC,BLST,SELL,6,735213.99607937,140194.2900168503
The Balkan Dwarf,Kekec,BUY,21,628334.109012817,5.2707918910291537e-8
SWEAT (Wormhole),SWEAT,BUY,2,14722.56000690737,0.0030655302579864372
Ixs Token,IXS,BUY,23,1100680.3996575135,0.00008283634819646777
ChangeNOW,NOW,BUY,6,68242.06656750583,0.00013696628924362021
Bugsy The Bug,BUG,BUY,1,166313.5518362065,6.045115841821607e-11
Edge,EDGE,SELL,12,145962.46352535405,3176.444594286575
Maple Token,MPL,BUY,18,1037301.50414266,714.184166079828
Highstreet token,HIGH,SELL,1,6183.169041438088,4201.426475092564
Cradle,CRADLE,BUY,1,7097.003120791864,0.0005283621981288784
Success Kid,SuccessKid,SELL,1,15140.942982090151,86880103559.45828
Padre,PADRE,BUY,6,208669.35875933993,0.000016409607930375733
MyLovelyCoin,MLC,BUY,19,337112.1462852743,0.3307067583365329
GX3ai,GX3,BUY,4,539314.7161641053,0.000001554806950720404
LayerAI Token,LAI,SELL,1,5811.300149562106,926.3637867159332
ChasmAI,CAI,BUY,2,12047.2255490756,0.000007701003579891234
STABLE MAG,STABLE MAG,BUY,2,26219.726247709274,1.0168597767597161e-7
Pangolin,PNG,SELL,23,900964.3654895935,120.48736848785343
Kishu Inu,KISHU,SELL,2,40484.08473607519,22428544079531.703
Tether USD,USDT.e,BUY,20,266663.1437054052,0.7070853236635282
Strike Token,STRK,SELL,2,22127.834787890923,415.52903009953263
Kekius Maximus,KEKIUS,BUY,40,6307549.421705992,0.000013524904418470865
Baby Doge Coin,BabyDoge,SELL,5,107288.26339416714,1781669945027.123
Frax,FRAX,BUY,188,106259274.19170086,21.436989501016072
Boochie by Matt Furie,BOOCHIE,BUY,17,2657862.0905345934,2.0587123929530403e-7
ONE,OES,BUY,1,25599.257166042436,44.37423603176558
Jester,JEST,BUY,3,22863.172366331888,0.0009113111434011075
Worldcoin,WLD,SELL,25,3622742.821788747,2098.2348359830535
Synk,SYNK,SELL,9,124537.74187619783,90393.587197686
Matt Furie's Newest Baby Dog,PESHI,BUY,2,702809.3326160616,7.286119245332906e-7
BitBonds,BitBonds,BUY,6,837742.0325552836,2.0792929073963936e-7
AVAX SUMMER,ASUMMER,BUY,2,73777.72103477163,6.412598386506809e-7
Glitch,GLCH,SELL,1,6079.5772589162725,535590.585334873
Berachain STONE,beraSTONE,BUY,45,34013964.328023955,0.9982753369592968
Fei USD,FEI,SELL,4,54871.4940342426,0.5379487375282996
Finvesta,FINVESTA,SELL,1,6424.2626103104485,1176.433285255644
Verse (FXERC20),fxVERSE,BUY,11,108839.78758606121,2.721834631835628e-8
OpSec AI,OSAI,SELL,3,788343.5488497559,107781.25749943731
Ion Power Token,IONP,SELL,1,30783.36004055849,3.9212677402355376
Baby Pepe,BABYPEPE,BUY,11,235018.6499651583,3.524975557357994e-8
Livepeer,LPT,SELL,1,10767.225650355062,1292.6590313582174
(PoS) Tether USD,USDT,SELL,1072,310856440.64610267,10913.003488631493
Boochie by Matt Furie,BOOCHIE,SELL,15,2020276.4369452102,816292610752.9943
Kangamoon,KANG,SELL,3,72486.61222375376,1915605.0405680134
Hyena Harris,HARRIS,SELL,1,1.04592831886836659E18,3.4363083241694287e-13
Pepe Aura,PEPE,SELL,1,11081.044000020733,274226495.90978557
Staked ENA,sENA,BUY,47,16043904.855667552,1.013448760039215
SwftCoin,SWFTC,BUY,10,189588.67048071802,0.01334255246143381
KING CHARLES,CHARLES,SELL,1,44126.491482336656,26337783.128312886
Goat Trading,GOAT,BUY,1,5526.829662124073,2.2835649184677416e-8
President Vs Elon,PVE,BUY,1,146848.13461900427,9.614019107129886e-11
Rubby The Ethereum Robot,RUBBY,BUY,1,9093.846953200074,1.2006163038466683e-11
Safe Quantum Wallet,SQW,SELL,2,23275.6880681427,911390.0258773817
Joe Coin,JOE,BUY,45,4418100.394009748,0.000009167520226368986
Lockheed Martin Inu,LMI,SELL,5,142207.43782675825,2060690.7227967891
TAMOTSU,TAMOTSU,BUY,1,11023.15565010121,1.3531877705616633e-8
CREDI,CREDI,BUY,3,25108.695754432774,0.000002559077095779459
rico,RICO,SELL,6,570164.9060354392,3979856.7779089133
KING CHARLES,CHARLES,BUY,1,39622.86258355227,4.054381554588051e-8
Book of Matt Furie,BOMF,BUY,5,1072132.5456304231,3.338790505597752e-7
Battle Toads,BTOADS,BUY,1,14190.771499467935,7.597081228855945e-8
Gala,GALA,BUY,26,1906784.019603462,0.000007747510345893018
BOB,BOB,BUY,7,71508.5856196704,2.5467350507757564e-9
TROLL,TROLL,BUY,10,250669.2588410917,2.231859389219814e-12
Hachiko,HACHIKO,BUY,3,91314.37461080292,3.923390029758173e-9
Build On Eth,BOE,BUY,1,41751.48980977302,2.548389015679309e-8
Rekt,REKT,BUY,35,4125575.1760511277,9.69816735857219e-11
Mantle,MNT,BUY,27,1481878.817892169,0.7101772901410534
Tether USD (Wormhole),USDT,BUY,53,4122869.1159322625,11.018773628178863
StarkNet Token,STRK,SELL,13,188210.40269495084,16764.549103469173
Kimbo,KIMBO,SELL,5,37364.67892409953,964487.6238862121
The America Party,TAP,BUY,15,3624586.259209158,5.632369483607802e-7
ROKO,ROKO,BUY,6,46699.84798395258,6.1195274796936626e-9
Plasama,Plasama,BUY,2,106266.73295682404,1.9758288873865446e-14
Boss Burger,BOSSBURGER,BUY,6,171848.5144956366,1.202481328709312e-7
Resolv USD,USR,SELL,92,69328374.55976216,0.9554568640148209
The White Rabbit,THEFOX,BUY,1,89148.41904079367,2.793667281552433e-11
Dwarfy by Matt Furie,DWARFY,BUY,4,278143.3344377182,0.0000017309097683577559
TRUMP,TRUMP,BUY,4,454145.08920293825,5.155190483887766e-7
DaWae,DAWAE,BUY,10,1434880.8893938966,4.4904950894993303e-7
Wrapped TAO,wTAO,SELL,48,15076189.848434892,4.785317033963939
Canto,CANTO,BUY,1,5522.486914914776,0.00000388238585574008
SquidGrow,SQGROW,BUY,15,365444.6629077853,0.000004130143502770488
cVault.finance,CORE,SELL,1,6592.058429321687,0.4847898531056854
Bird Dog,BIRDDOG,BUY,8,59621.50481134822,1.860550404843043e-9
RAILGUN,RAILGUN,SELL,1,5837.810344159938,29098253.86515243
DOG COLLAR,COLLAR,BUY,1,5160.15574304518,1.1487977545837012e-13
V神,VGOD,SELL,1,16365.654482103773,111733078501.34944
PEPE BY MATT FURIE,PEPE,SELL,9,313348.5052131692,528235.737216202
Garfield ETH Cat,GARFIELD,SELL,3,842163.1942915741,2216413.1651563165
BIO,BIO,BUY,20,340239.1685975536,27.881417436468798
VIRGEN by Virtuals,VIRGEN,SELL,1,14060.254369900438,35508.12713095262
MAZZE,MAZZE,BUY,2,10512.992530569416,3.6264631021860606e-7
Defipunk,DEFIPUNK,BUY,1,9977.525648189592,3.74006949071078e-11
Trump Pepe,TREPE,SELL,2,262712.3523903494,3783684.8637040346
Dogecoin,DOGE,SELL,38,2536847.829500298,6059.9416724578805
EaveAI,EAVE,BUY,2,18644.32074146058,0.00002556426601901197
Game3Xecution,G3X,BUY,1,8974.195538403268,2.123820160994944e-8
Impeachment,IM?MENT,BUY,1,20136.078008222863,2.1775735273911058e-11
USD0 Liquid Bond,USD0++,BUY,11,1302687.4659513033,0.9548800908725894
NPC,NPC,SELL,2,29836.23762590332,124179.94604328778
Wrapped liquid staked Ether 2.0,wstETH,BUY,353,425229639.076998,77404.47754959017
Snowmon,SNOW,SELL,4,360335.6523165327,486659.282693175
Gearbox,GEAR,SELL,3,55373.59594705187,131027.69441030319
bitsCrunch Token,BCUT,SELL,5,198627.2371940075,106710.5992582175
NuNet Utility Token,NTX,BUY,5,61777.882839245955,0.0000062383248509145315
Cuddles,CUDDLES,BUY,5,1161533.1317113256,1.379202557267143e-7
Moonpig,MOONPIG,SELL,1,15272.383407795289,8171284.392453477
Ken Shibe,SHIBE,BUY,1,17268.65339214324,5.284412102118907e-9
Jargon,Jargon,BUY,7,1212361.7220995296,0.000002674890114928291
mi prami le kibro,MIPRAMI,SELL,2,13047.286551366484,7487058393.498694
aura,AURA,SELL,1,72351.4347439382,113513615.21611945
Worldcoin,WLD,BUY,31,3922472.9465264995,0.07542034237673978
MEXAS Stablecoin,MEX,BUY,23,18455430.32039218,0.05125658791337408
Tsunami,NAMI,SELL,26,1789175665.4818394,0.17797618565542972
Angle USD,agUSD,SELL,28,4041516.7904790984,1.1322340683029541
JoeToken,JOE,BUY,22,404992.0175696445,0.13111554391337343
Ondo DeFAI,ONDOAI,BUY,2,16808.570376122803,0.0012051540919975462
Spore Protocol,SPORE,SELL,2,152281.68882429192,14901.453009803885
GRIMACE,GRIMACE,SELL,1,5019.4316658786165,12577965.212594997
Kabosu,Kabosu,BUY,2,21665.528979433977,1.4767638479511975e-10
DAO Maker,DAO,SELL,1,13570.853211305077,18131.195287796094
AISNOW,AISNOW,BUY,2,94777.88189983345,2.20844584620485e-12
Turbo Ballistic,TURBO,BUY,2,92453.89740041,6.998450120777245e-7
Gearbox,GEAR,BUY,2,46386.8286963564,0.003379190062064682
McDonald's WORLD,MCW,BUY,1,30760.533215696345,8.20666059907914e-8
Chamillionaire,CHAMILLION,BUY,4,736805.2510858744,3.4495325295419497e-7
Dypius,DYP,BUY,1,36213.20281671322,0.000004092666970738459
Across Protocol Token,ACX,BUY,33,1276212.6889069544,0.00007256073024797218
opTrade AI,OPTR,SELL,8,137291.57395509465,1696.6458492603142
REN,REN,SELL,1,43269.75740522265,4400516.181977357
Vow,VOW,SELL,9,80684.8770363136,9449.0387186803
Komugi Kun,KOMUGI,BUY,5,291480.90458421427,4.4215452822225185e-10
Paxos Gold,PAXG,SELL,212,56736027.16670333,0.8445114980172604
ParaSwap,PSP,BUY,15,363588.76009560237,0.002572315455086167
ZynCoin,ZYN,BUY,10,149446.47279296254,0.0000036615302851039717
Real Smurf Cat,шайлушай,SELL,6,80785.54300615736,80682846.36405346
ICEX,ICEX,SELL,1,16442.795473394544,45944763527.72743
Wrapped Hypertensor,TENSOR,BUY,16,296661.00246575696,11.608477709641123
Padre,PADRE,SELL,8,271618.8557514392,75466.76154948237
Atoshi,ATOS,SELL,15,727892.858967414,42524.05882091021
Trump Pepe,TRUMPEPE,BUY,1,6810.717282421653,1.7164466127291448e-14
REVELation,REVEL,BUY,1,20292.63096501158,4.234216805780948e-8
Wrapped Klay,WKLAY,BUY,154,33205173.488025356,2.335697066180131
Graph Token (PoS),GRT,BUY,1,6734.033775838215,0.4361849391349988
TRUMP MAGA,MAGA,BUY,44,21226942.657018106,0.000005626573867152905
Pepe's Secret Brother,NOAH,BUY,2,192907.9219135961,1.3380321979297837e-7
Instadapp,INST,BUY,67,11692319.54587568,0.0017176175607988395
MAP Protocol,MAPO,BUY,7,172837.09567581763,0.0000017084596294913528
Ultra Token,UOS,BUY,2,23933.57024541944,0.000026277889683490012
Staked AVAX,sAVAX,BUY,121,36677482.11324592,1.2074203600572369
Khalas Coin,KHALAS,SELL,1,11739.55875516198,3668.107684418625
Propchain Token,PROPC,BUY,9,119722.6440329677,0.5493058826099022
Kekius Maximusa,MAXIMUSA,SELL,2,14874.190880310962,6323151631.679311
Pissport by Matt Furie,PISSPORT,BUY,2,77886.81199867529,3.778065568527235e-7
Cuddles,CUDDLES,SELL,5,512574.10507114744,3153192618.913886
SNP adverse,SNPAD,BUY,2,14481.913907810156,0.00000600083813412749
Nibbler Dipshit by Matt Furie,DIPSHIT,BUY,2,70876.92340817796,9.809920410516208e-7
ETHx,ETHx,BUY,20,1687647.8478207556,0.9074819434110966
Bruh,BRUH,SELL,1,29137.579353447745,71075644.35118555
MATH Token,MATH,BUY,2,13529.16655456031,0.000049076791895777355
PEPLICATION,PEPLICATION,BUY,2,27252.788431610777,4.195099248592578e-9
dForce USD,USX,SELL,1,10178.279529934747,0.039257037659429075
Pipi,PIPI,SELL,1,11071.828143743749,152719818.36598888
Keetard,KEETARD,SELL,1,1537592.9187672513,1778937.8772350203
Kermit,KERMIT,BUY,28,2863599.529034067,6.92229883361156e-7
PeiPei,PEIPEI,BUY,29,1101210.0340204136,1.8777171788285514e-11
Mass Vehicle Ledger Token,MVL,SELL,1,7412.626709947801,783245.2171599537
SPECTRE AI,SPECTRE,SELL,19,506262.3959452326,933.3445622944608
NuNet Utility Token,NTX,SELL,5,36641.04258979714,145581.0965539612
Zero1 Token,DEAI,BUY,8,125343.5789623502,0.000038594174391885254
QANX Token,QANX,SELL,6,93950.65894047487,96207.684864794
Pepe of the United States,POTUS,BUY,2,410496.69818163506,9.917421327012684e-7
Dai Stablecoin v1.0,DAI,SELL,1,25901.642814627176,189.533376028733
UndeadServiceToken,UDS,BUY,3,63235.283821378995,0.9532015911667783
DOGE PARTY,DOGE PARTY,SELL,1,14368.42947973877,202678303.43129328
Snowmon,SNOW,BUY,5,364356.36829878757,0.000003497896714798548
American Bitcoin,ABTC,BUY,4,35220.760509350795,2.537075006215429e-10
BRODIE,BRODIE,BUY,2,95947.00609802047,1.732749960954065e-9
Be nice man,BNM,BUY,2,18164.498223968534,4.3111537263721796e-11
Consensys Software Inc,CSI,SELL,2,318733.84776288935,14195809.592761163
CyberConnect,CYBER,BUY,5,110949.57787059725,1.2587023827883743
Staked ETH,osETH,SELL,21,3167003.9722145805,0.9561499352434405
CHARLES,KING,BUY,2,451182.95254758536,3.573413215455661e-7
LickBuddy,LICKB,BUY,1,20509.840000994584,1.1265030430997546e-8
NEW DOGE CEO,AMY,SELL,1,49127.68453797672,18494742.69112605
Pinakion,PNK,BUY,8,142479.15450593678,0.000005618016493674956
Pink Drankion,DRANKION,BUY,1,8373.027582414385,1.3612337913774352e-10
DeCenter AI,DeAI,SELL,5,36944.7581471711,553095.5918649768
Pepe Party,PEPE,BUY,1,15128.062074447433,7.29430364013093e-12
REPUBLICAN PARTY,GOP,BUY,1,8576.441544714236,5.287925072859382e-9
GreenMetaverseToken,GMT,SELL,29,493327.3170756985,16.013840224973197
Stader,SD,SELL,9,267642.19379350444,1.9186662554043938
AIVAX,AIVAX,SELL,10,329912.52196710755,5018.407150744899
Polytrade (PoS),TRADE,SELL,1,5918.711464263179,1.3120262148599784
Anton,ANTON,BUY,1,103566.93085356084,7.96198292882284e-7
Pulque,PULQUE,BUY,1,9806.191989279861,1.6372542104008413e-8
Aureus AI,AUREUS,SELL,1,6495.149172898933,13778.262561095193
Volt Inu,VOLT,BUY,13,722839.4853776601,9.525019316460825e-11
MAGA,TRUMP,BUY,13,244472.6479870456,0.00008128506366752934
Synth sUSD,sUSD,SELL,80,7734595.649594245,1.0808586146438284
Ether.Fi Liquid Bera ETH,liquidBeraETH,SELL,14,649386.7081685642,0.9990451780796369
Homestar Runner,RUNNER,BUY,3,144475.33067714464,1.6197409021391513e-8
MegaJackpot,MEGA,SELL,1,62290.19932621154,19292098.898722097
Alvara,ALVA,SELL,10,495751.3950068681,18127.129669235837
Bloodboy by Matt Furie,BLOOD,BUY,1,7139.721809054764,5.811820972010786e-9
Kojiro Inu,KOJIRO,SELL,1,61586.10856750832,24034311.160046246
Roaring Kitty,$ROAR,BUY,5,74994.47125592877,0.0000016770695114323473
Wat,WAT,SELL,3,74706.41796385137,15452813649.200033
Revolution Token,RTV,SELL,2,21271.356841449735,1052.2854721998935
EMERALD,EMRLD,BUY,4,56073.14314741915,3.975897939272521e-7
Fantom Token,FTM,BUY,21,367611.0747362566,0.00016486251323778544
LABUBU,LABUBU,SELL,18,8106613.680146485,4751935458.103069
Dypius,DYP,SELL,1,37655.962406463324,245387.59852371394
Shido,SHIDO,BUY,5,58654.50116756117,6.612452846009243e-8
Canto,CANTO,SELL,1,5150.115839319788,251574.28002671423
Toki the White Rabbit,TOKI,BUY,1,29547.5681165432,2.3190755410486278e-11
Pepe,Pepe,SELL,1,17038.841705381707,356.26424969956554
Solv BTC,SolvBTC,SELL,59,12450747.644575482,0.998398613594027
BlockFun Token,BFUN,SELL,2,35230.02702242078,1582453.7293899837
BORA,BORA,SELL,106,27316813.101542376,3.82835041796799
Orbs,ORBS,BUY,2,48388.33596440069,0.000008695842868617892
QuantumFusion,QF,SELL,16,314713.1443176329,1904.8807168950368
Meme Kombat,MK,SELL,3,22854.85203157636,280098.3948428057
GreenMetaverseToken,GMT,BUY,28,815994.7210374066,0.09001807614456259
Andy wif Pepe,AWP,BUY,1,17992.848334022754,4.321662926256614e-8
DefiPulse Index,DPI,BUY,12,307075.50648437685,0.03526097472754757
Tokemak,TOKE,SELL,13,251388.27136458788,14392.29864444046
Muffin,MUFFIN,BUY,1,59539.29740868842,4.942219526548759e-8
Spell Token,SPELL,BUY,8,173618.2535320229,2.2122861093185908e-7
Resolv USD,USR,BUY,108,86267934.20737669,1.1158461213943052
WARPED,WARPED,SELL,7,80323.90945180664,3295094.0655218055
Genius Token & NFT Collections,GNUS,BUY,11,183884.35832865527,0.0009562146962729446
Super Moderate Super PAC,SMSP,BUY,1,17031.652243391713,9.002571756363434e-8
Gho Token,GHO,BUY,120,76278958.67365761,0.9990336049397549
uniBTC,uniBTC,BUY,39,2716893.875385057,0.9797183430118847
VANRY,VANRY,BUY,11,307640.7193114723,0.003027342543221727
Ethereum is for AI,EAI,BUY,1,7776.999305802078,5.811091047209411e-11
Falcon USD,USDf,BUY,128,89126806.93632749,0.9991994975783838
Flex Ungovernance Token,FLX,SELL,4,117648.01165765154,829.4025438568445
Marlin POND,POND,SELL,3,20782.043224370256,109.19272417205586
Happy Trump Birthday,HTB,SELL,3,143730.0149229104,932199709.9023428
GameStop,GME,BUY,39,3372199.735525099,3.29854536088454e-8
SmarDex Token,SDEX,BUY,19,324514.89605608734,0.0000030298802609639294
Alephium (AlphBridge),ALPH,BUY,10,172631.28822002513,0.3378931932984741
ether.fi BTC,eBTC,SELL,101,21746038.659930415,1.0015776913891379
SUDO GOVERNANCE TOKEN,SUDO,SELL,2,65145.71150573957,27954.795797542305
Marie Rose,MARIE,SELL,7,771168.7006453751,1188738.144964855
Ding Dongs,DONGS,SELL,3,192541.36282772123,17679888824.48437
BLOCKv Token,VEE,BUY,15,847115.0302865033,0.018927615389628883
Rocket Pool Protocol,RPL,BUY,15,1076933.4102372313,1.371606581198629
Dogelon,ELON,SELL,37,2016235.3471907522,13802429373.598799
White Rabbit,RABBIT,BUY,1,10404.016171750429,7.647086465639397e-8
DARK ELON,DARKELON,BUY,1,16678.882877971904,4.106681784607677e-9
PLATAI,PLATAI,SELL,1,7522.410187219621,752308.3682727052
Wrapped PAW,wPAW,BUY,1,7492.921500096998,3.170765833103996e-12
Dogelon,ELON,BUY,39,2688810.481082307,2.2494884659139917e-8
Bones Cat,BSC,SELL,3,49537.20845654155,237.86748783212178
Trump Mask,TM,BUY,2,13567.128453877725,0.000041279565420452005
Osaka Protocol,OSAK,BUY,17,286580.3427132632,2.6185003435542295e-10
Mumu,MUMU,BUY,5,51528.08442165024,1.228687745294785e-12
Vestra DAO,VSTR,BUY,16,400349.69651456823,0.000003379367168844042
Metronome Synth ETH,msETH,BUY,20,1363825.3786971674,1.0004622036093687
Sandwich AI,SAI,BUY,1,8609.123141078115,9.305648270218688e-8
Tunedeep AI,TUNED,SELL,2,17517.080567101897,153957.58235781125
Kaws,KAWS,BUY,2,17127.41152406485,0.000016704001799668936
President vs Elon,PVE,BUY,1,128220.87637468713,2.392300704354239e-7
DeBoxToken,BOX,BUY,3,49235.8120839692,0.0000048354342431301425
RO AI Scalper,ROAI,SELL,1,13239.862672733001,1000439.300373764
Kermit the Frog,KERMIT,BUY,2,85237.42755814953,6.299193868387192e-7
WrappedM by M^0,wM,BUY,24,32351743.65223321,0.9999556155821469
LAMBO,LAMBO,SELL,57,25882522.965458702,13524.784801644111
UMA Voting Token v1,UMA,BUY,10,432740.4527983234,0.0005208796896858584
MANTRA DAO (PoS),OM,BUY,3,63629.97803431878,0.00012041616040673571
Shiba Inu Treat,TREAT,SELL,3,47248.54046537995,1169458.2707510674
CryptoPunks,PUNK,BUY,10,361567.5211162748,44.8896069830742
CRV (PoS),CRV,BUY,17,408934.4681998475,2.339625301684223
Pirex Ether,pxETH,SELL,79,17296928.577922538,1.0017630747299628
Backed CSPX Core S&P 500,bCSPX,BUY,38,2349655.077027997,628.1467871910768
Sipher Token,SIPHER,SELL,1,11671.709210475305,55149.484357454196
Ocean Token (PoS),mOCEAN,BUY,2,15440.405719006336,1.59844837052983
DOGE Party,DOGEPARTY,SELL,1,90344.23561047047,18480022317.511578
X Dark Web,ELONION,SELL,1,13910.23734168249,61659301066.50062
ORBOFI,OBI,BUY,1,7603.7028522712635,0.0011844830629189336
Turbo,TURBO,BUY,12,666793.0302737635,0.000001935927354949865
Altered State Machine Utility Token,ASTO,BUY,10,177820.87096522027,0.010494532973545741
WrappedXTM,wXTM,SELL,10,3109753.469865199,29.951710878738464
NYM,NYM,SELL,1,9618.08740400873,65463.797065398474
Polymath,POLY,BUY,3,160546.12550387284,0.0000622884222941804
Elon Musk 2028,MUSK 2028,BUY,1,21126.50073086566,9.622427309909666e-8
RICO Hahayes,RICO,BUY,2,342090.0752655905,1.3294979031402626e-7
Convex CRV,cvxCRV,BUY,26,1593408.8161260036,0.3591382532644432
Donut,DONUT,SELL,2,12623.252147727997,407385.08763225947
Wrapped TAO,wTAO,BUY,50,16523179.419409819,34.496039673002606
Inverse DAO,INV,BUY,1,17418.505717429896,26.39646337671009
Iris AI,IRISAI,SELL,2,21390.723591814825,43277035839.60814
Neuralis AI,NEURAI,BUY,3,45980.3485123926,0.0000461068659242806
Grimace,GRIMACE,BUY,1,83623.20228382177,1.3913889951070437e-10
Consensys Software Inc,CSI,BUY,3,323574.2708591343,7.728786907626906e-8
Threshold Network Token,T,SELL,8,128231.64750441082,3148556.934068623
NPC Wojak,NPC,SELL,1,14955.34423828125,147058823.52941176
Donut,DONUT,BUY,3,40908.72554951089,0.0000026832413047964756
Longinus,LGNS,SELL,120,269666359.5311444,0.060037664504453435
Morphware AI,Morph,SELL,3,1002351.0551311853,37255498.957421504
Verse,VERSE,BUY,3,29588.102565609013,3.3979239864621166e-8
Guild of Guardians,GOG,BUY,7,180199.1599963683,0.000014331241674838066
Elon Party,ELON,SELL,1,11353.50914637218,273000148.5411006
Ethereal Kitties,ETHkitty,SELL,1,21952.32523934571,9665325.740139272
NetVRk,NETVR,BUY,3,44860.48007574705,0.00001593965356480073
ABRAXAS MEME COIN,ACML,SELL,2,24240.23354371919,138541636.67705336
Meme Index,MEMEX,BUY,6,42907.67985689971,0.0000010141159663769738
0x0.ai: AI Smart Contract Auditor,0x0,BUY,38,3898825.246354937,0.000035922124530927616
Angle USD,agUSD,BUY,31,4055081.1402836763,0.8833517243090403
SnarkSide,SNSD,SELL,1,125514.35116481385,32186.25626345131
SIDUS,SIDUS,SELL,4,36350.8893894299,2984577.8224013494
Caila,CA,SELL,1,14582.86629328165,38962.30667737941
By Vitalik ETH,CASPER,BUY,1,14602.3888779373,7.750231782052918e-9
GreatestOfAVAXTrenches,GOAT,BUY,25,1625966.6254100061,0.00010004087710732145
PepeMaga,PEGA,SELL,1,5533.690111512114,32976205452.59387
Froge,FROGE,BUY,10,282640.7532354341,1.45841158961105e-12
Feels Good Man,FGM,SELL,1,13065.85301639578,481587435.00722104
Young Peezy,PEEZY,SELL,1,9904.65371756113,29321468.318955086
SHIKOKU INU,SHIK,BUY,3,38329.15443463956,2.190403523672098e-8
SHIBA INU,SHIB,SELL,66,1506493.4261573665,155258278.58576813
tBTC v2,tBTC,SELL,78,211729491.95453447,0.7750744979664963
Kryll.io Token,KRL,BUY,2,13082.573367996281,0.0001391808841968445
E30,E30,SELL,1,22663.250719121967,6167725663.310307
Byte,BYTE,SELL,5,43564.22932802694,668455297.6071241
Pepe's Real Girlfriend,VIOLET,BUY,3,569277.579854077,3.4162667218218585e-7
A Gently Used Tesla,USEDTESLA,SELL,1,6619.861254056138,82004256011.011
SNOWDOGDAO,SDOG,BUY,2,93384.9064899693,0.0000012735736415774846
GreatestOfAVAXTrenches,GOAT,SELL,21,1775791.179565485,188637.72292667525
Hoji God,HOJI,BUY,4,87762.99610818792,3.150437652078695e-7
trumpwifhat,TRUMP,SELL,43,11367570.044199908,2098018.879223001
Nodelight,NODL,SELL,4,47170.84256571553,12268.171764861729
Radicle,RAD,SELL,16,509161.2482156454,1.3138348310886576
Graph Token,GRT,BUY,2,13112.34585273845,0.000038609020734400195
American Boys Club,ABC,SELL,1,29709.016947660883,6141931.552649623
Ribbon,RBN,SELL,22,2034935.815470011,7.111632441023448
Justice For Flight AI171,AI171,BUY,1,6591.482896403485,5.897685524026537e-9
EbcXCoin,EBC,BUY,23,670486.4945091289,2.750938620484788
NovaQ,NOVAQ,BUY,1,5784.993849304532,2.569732095563059e-7
PEEPO,PEEPO,BUY,1,12335.618394872794,4.57315946915065e-9
Kekius Maximusa,MAXIMUSA,BUY,2,14039.922318791723,1.5789801355603112e-10
Trump Dinner,DINNER,BUY,1,11110.508517383216,5.25168468528094e-12
PURRETH,PURRETH,SELL,1,40533.40240389371,3237242791657.0933
PIXL,PIXL,BUY,8,90062.56448147655,0.00617116139394634
LimeWire Token,LMWR,SELL,8,100937.77471091936,29161.46089896508
BABY JUBJUB,BJUB,SELL,25,877545.3811264939,141387.2494361375
Ken,KEN,SELL,1,7584.53885753555,18961582.337732676
Reserve Rights,RSR,BUY,19,854344.0072438885,0.000003193590787649439
Based Bitch,BITCH,BUY,1,13310.863273111258,1.7302890110898022e-10
Catalorian,CATALORIAN,SELL,1,8122.53152428962,4423994.092110234
EAI,EAI,BUY,5,64015.55681253254,0.00000960023077490831
Ice Wolf By Matt Furie,ICEWOLF,BUY,3,728518.200785024,7.476205167309213e-7
ULTI,ULTI,BUY,3,16065.45810009486,1.3548936997541252e-11
Lithium,LITH,BUY,1,5143.852388673328,2.5814993776328934e-8
ynETH MAX,ynETHx,BUY,26,6942456.8771869615,1.0449131671462848
Gorth by Matt Furie,GORTH,BUY,2,276106.11432329775,0.000006617055448491519
Mullet Mode,MULLET,SELL,3,85893.19753599161,1074857.81261967
Destra Network,DSync,BUY,57,6594008.6432405,0.00006161541259193128
nfinityAI,NFNT,SELL,5,67330.19201821042,79276.12906501803
Twister,TWIS,BUY,24,1510511034.8141153,6.163936153510259
Making Life Multiplanetary,MLM,SELL,1,6137.045012932077,52967235553.4612
Staked Frax Ether,sfrxETH,SELL,42,8677092.72012078,1.0460743656726574
Maker,MKR,BUY,95,46202764.969213106,605.0416086848575
HairDAO Token,HAIR,BUY,4,70714.33254832853,0.016360853826598475
Dork Lord,DORKY,BUY,11,208529.2767098802,0.000015225709230281257
UP,UP,BUY,2,30830.526736665604,3.795217173784278e-7
Memecoin Mascot,MATT,SELL,2,877373.2419325378,1465047.2173809682
Danielle,DANIELLE,SELL,1,6068.036270141602,21277101.011459492
BIRD-DOG by Matt Furie,BIRDOG,SELL,2,789745.4822526582,748096.9037546677
